Date,BSE High,Gold Price,High USD-INR
2/28/2012,17776.82,89521.1069,50.19
2/29/2012,18001.35,88116.0671,50.18
3/1/2012,17717.53,88871.625,50.37
3/2/2012,17731.88,89430.5,50.43
3/3/2012,17676.83,90437.013,50.745
3/5/2012,17598.42,89108.2114,50.97
3/6/2012,17691.96,88710.6548,50.955
3/7/2012,17239.35,88253.4537,51.405
3/9/2012,17531.62,88631.6,52.215
3/12/2012,17772.1,88853.4276,52.735
3/13/2012,17842.92,88025.5486,52.515
3/14/2012,18040.69,88128.4616,52.365
3/15/2012,17918.25,88198.7728,52.46
3/16/2012,17871,89196.6,52.145
3/19/2012,17561.46,89326.9145,52.13
3/20/2012,17410.13,91149.9066,52.435
3/21/2012,17622.87,90166.6736,52.21
3/22/2012,17687.01,89448.5806,51.605
3/23/2012,17458.35,89598,51.472
3/26/2012,17377.59,87812.5344,51.417
3/27/2012,17366.84,89760.0356,51.728
3/28/2012,17245.82,88759.8072,51.915
3/29/2012,17109.35,88927.7952,52.355
3/30/2012,17439.51,87679.7,52.855
4/2/2012,17529.98,89018.7972,53.525
4/3/2012,17664.1,86097.1163,53.89
4/4/2012,17553.26,84437.2127,54.33
4/9/2012,17407.66,84019.7264,53.65
4/10/2012,17274.69,84510.2,53.25
4/11/2012,17319.15,85313.8125,53.1
4/12/2012,17395.15,84436.0712,52.88
4/13/2012,17398.22,84702.6978,52.865
4/16/2012,17173.06,85086.2565,52.98
4/17/2012,17381.92,84680.2,52.94
4/18/2012,17522.8,85192.693,53.13
4/19/2012,17530.3,83239.412,53.445
4/20/2012,17519.88,81227.1938,53.495
4/23/2012,17444.18,81303.7485,53.365
4/24/2012,17247.53,81614.5,53.345
4/25/2012,17249.61,85037.5641,53.3
4/26/2012,17193.25,85416.3933,53.21
4/27/2012,17242.15,84722.9916,53.06
4/28/2012,17212.36,85221.8573,52.99
4/30/2012,17359.18,84811.7,52.885
5/2/2012,17432.33,84641.063,52.51
5/3/2012,17271.77,84838.7205,51.915
5/4/2012,17121.37,85715.8979,51.935
5/7/2012,16944.13,84285.4735,51.595
5/8/2012,16918.31,84339.2,51.8
5/9/2012,16615.74,84017.1357,51.34
5/10/2012,16671.81,82975.8429,50.875
5/11/2012,16447.24,83172.0078,50.465
5/14/2012,16390.33,83187.22,50.49
5/15/2012,16370.12,83914.1,50.42
5/16/2012,16132.68,83399.9074,50.185
5/17/2012,16240.18,82689.7339,50.255
5/18/2012,16206.35,86548.5881,50
5/21/2012,16298.39,85109.0558,49.825
5/22/2012,16366.72,86078.3,49.815
5/23/2012,16002.03,86232.0662,49.755
5/24/2012,16252.37,85729.7809,49.675
5/25/2012,16273.48,86070.4029,49.27
5/28/2012,16439.97,84428.4378,49.2
5/29/2012,16544.38,84334.1,49.145
5/30/2012,16428.74,84829.3969,49.255
5/31/2012,16277.48,85824.6279,49.265
6/1/2012,16226.19,86530.3476,49.525
6/4/2012,16012.84,84556.6554,49.77
6/5/2012,16138.29,84617.1,49.55
6/6/2012,16494.5,85006.5132,49.49
6/7/2012,16680.59,85419.5584,49.415
6/8/2012,16767.77,84433.7585,49.44
6/11/2012,16893.81,84900.8145,49.365
6/12/2012,16897.42,85393.6,49.335
6/13/2012,16944.11,86193.8757,49.335
6/14/2012,16921.49,86242.184,49.315
6/15/2012,16967.76,87419.5009,49.33
6/18/2012,17109.95,86981.9582,49.205
6/19/2012,16890,87244.4,49.31
6/20/2012,16962.49,87402.5696,49.239
6/21/2012,17050.44,86747.6903,49.11
6/22/2012,17016.06,84354.5037,49.265
6/25/2012,17131.15,84505.0173,49.605
6/26/2012,16946.66,84849.3,49.96
6/27/2012,17029.27,84059.1687,50.39
6/28/2012,17033.85,84353.068,50.762
6/29/2012,17448.48,84981.6304,50.305
7/2/2012,17486.57,84113.4138,50.085
7/3/2012,17526.82,84713.7,50.045
7/4/2012,17523.77,84373.2294,50.03
7/5/2012,17562.89,82072.7277,50.03
7/6/2012,17554.55,83034.4709,50.505
7/9/2012,17485.79,83206.726,50.445
7/10/2012,17631.19,83463.8,50.275
7/11/2012,17582.99,83491.898,50.535
7/12/2012,17329.46,83559.2402,50.695
7/13/2012,17342.88,83696.6925,51.305
7/16/2012,17282.3,85155.1797,51.245
7/17/2012,17236.08,86146.4,51.495
7/18/2012,17205.26,85894.379,51.16
7/19/2012,17318.93,85199.4457,51.025
7/20/2012,17275.2,85087.7483,51.425
7/23/2012,17047.73,84696.0493,51.405
7/24/2012,16962.74,85376.4,50.93
7/25/2012,16899.01,84969.091,50.88
7/26/2012,16899.77,82792.5701,51.24
7/27/2012,16975.03,83303.32,51.17
7/30/2012,17163.95,83303.32,51.155
7/31/2012,17253.67,83417.5,51.413
8/1/2012,17291.99,84444.0439,51.495
8/2/2012,17246.01,85287.4987,51.655
8/3/2012,17208.36,85886.0222,51.61
8/6/2012,17451.53,85708.0828,51.58
8/7/2012,17641.55,85286.5,51.735
8/8/2012,17726.64,84334.5365,51.685
8/9/2012,17702.98,85035.8849,51.84
8/10/2012,17590.61,85791.7419,52.18
8/13/2012,17642.38,85513.9195,52.205
8/14/2012,17753.43,85563.2,52.585
8/16/2012,17763.59,87044.0969,52.875
8/17/2012,17801.39,86153.8318,52.755
8/21/2012,17898.35,86866.6033,52.66
8/22/2012,17912.08,87433.5559,52.73
8/23/2012,17972.54,87029.1,52.755
8/24/2012,17822.5,87692.7949,52.735
8/27/2012,17820.07,87319.2559,53.035
8/28/2012,17712.35,87529.5358,53.475
8/29/2012,17653.9,88047.4477,53.925
8/30/2012,17605.51,86962.6,53.775
8/31/2012,17557.62,85293.0478,53.32
9/3/2012,17509.99,85003.9817,53.885
9/4/2012,17452.7,85335.9137,53.92
9/5/2012,17411.67,84777.5534,53.695
9/6/2012,17418.4,84042.1,53.975
9/7/2012,17701.2,83747.4711,54.12
9/8/2012,17773.15,84373.8748,54.52
9/10/2012,17810.9,84778.4586,54.59
9/11/2012,17867.85,86587.9979,54.915
9/12/2012,18012.89,87643.2,55.06
9/13/2012,18062.68,87733.7797,55.47
9/14/2012,18498.54,86887.2806,56.225
9/17/2012,18715.03,87490.9281,56.392
9/18/2012,18580.48,86958.1456,56.09
9/20/2012,18443.92,86895.9,55.37
9/21/2012,18866.87,88159.7723,55.89
9/24/2012,18811.13,86432.5,56.25
9/25/2012,18790.01,87493.3631,56.53
9/26/2012,18670.48,89759.339,56.29
9/27/2012,18735.95,89381.9,55.68
9/28/2012,18869.94,89365.8524,55.92
10/1/2012,18838.54,90578.99,55.645
10/3/2012,18905.62,88506.6365,55.37
10/4/2012,19107.04,87503.6161,55.66
10/5/2012,19137.29,88276.3,55.825
10/8/2012,18969.19,89343.0093,56.075
10/9/2012,18885.84,90011.7883,55.93
10/10/2012,18740.63,90130.0864,55.89
10/11/2012,18847.81,90597.1239,55.805
10/12/2012,18844.35,90322.6,56.035
10/15/2012,18726.38,91019.8646,56.135
10/16/2012,18801.1,89904.2,56.25
10/17/2012,18705.19,88995.4,56.565
10/18/2012,18806.56,89476.2,57.33
10/19/2012,18769.59,89529.2,57.135
10/22/2012,18809.28,89761.1,57.205
10/23/2012,18812.93,89776,57.25
10/25/2012,18789.92,88546.2,57.115
10/26/2012,18729.53,88937.3,56.81
10/29/2012,18743.41,88172.9,55.92
10/30/2012,18718.28,87948.3,55.45
10/31/2012,18521.62,87927.7,54.865
11/1/2012,18589.13,88147.8,55.235
11/2/2012,18793.75,88007.1,55.65
11/5/2012,18794.63,88571.4,56.08
11/6/2012,18829.07,88368.9,55.945
11/7/2012,18973.43,87736.4,55.735
11/8/2012,18865.21,87033.3,55.96
11/9/2012,18894.42,87929.6,55.935
11/12/2012,18750.92,87954.5,55.375
11/13/2012,18732.71,87244.2,55.22
11/15/2012,18593.54,87418.5,55.555
11/16/2012,18563.32,87318,55.455
11/19/2012,18386.78,87127.2,55.335
11/20/2012,18467.91,88005.1,55.985
11/21/2012,18478.5,88859.9,56.23
11/22/2012,18567.68,89912.2,56.445
11/23/2012,18556.5,89855.6,56.17
11/26/2012,18590.33,89393.8,55.635
11/27/2012,18862.7,90158.9,55.62
11/29/2012,19205.33,90119.9,55.865
11/30/2012,19372.7,88704.5,55.755
12/3/2012,19416.45,89200.4,55.9
12/4/2012,19373.94,89319.5,56.2
12/5/2012,19463.25,89392,55.655
12/6/2012,19523.25,88716.2,55.525
12/7/2012,19561.87,89064.1,55.425
12/10/2012,19478.01,89301.4,55.43
12/11/2012,19612.18,89478.8,55.475
12/12/2012,19478.79,89798.9,55.48
12/13/2012,19421.72,88922.8,55.785
12/14/2012,19348.85,89177.4,55.66
12/17/2012,19346.78,89491,56.04
12/18/2012,19396.28,90014.2,55.785
12/19/2012,19516.02,89642.2,55.675
12/20/2012,19520.51,91115.2,55.67
12/21/2012,19394.55,91116.2,55.555
12/24/2012,19347.64,92030,55.49
12/26/2012,19468.4,92376.8,55.555
12/27/2012,19504.4,92833.6,55.725
12/28/2012,19465.74,92865.9,55.895
12/31/2012,19491.58,92337.5,55.781
1/1/2013,19623.76,92380.3,55.755
1/2/2013,19756.68,91533,55.78
1/3/2013,19786.3,93937.5,55.595
1/4/2013,19797.44,94456.7,55.705
1/7/2013,19856.43,94487.9,55.995
1/8/2013,19761.78,94658.9,56.03
1/9/2013,19824.06,95722.6,55.665
1/10/2013,19783.75,96030.7,55.48
1/11/2013,19839.8,96120.4,55.545
1/14/2013,19948.63,95908.5,55.385
1/15/2013,20036.82,96048,55.485
1/16/2013,20009.36,96418.5,55.425
1/17/2013,20005.98,95376.5,54.165
1/18/2013,20126.55,95544.2,54.38
1/21/2013,20163.38,95448.7,54.025
1/22/2013,20156.86,95636,54.42
1/23/2013,20058.07,95408.3,54.295
1/24/2013,20072.28,94249.7,53.55
1/25/2013,20129.01,94553.8,53.625
1/28/2013,20172.45,93370.3,53.635
1/29/2013,20203.66,93484.8,53.6
1/30/2013,20073.46,93879.4,53.015
1/31/2013,20008.83,93647.7,53.01
2/1/2013,19966.69,93027.3,52.445
2/4/2013,19902.6,92597,52.58
2/5/2013,19717.26,92714.1,52.225
2/6/2013,19767.25,92511.1,52.045
2/7/2013,19702.56,93365.9,52.655
2/8/2013,19648.07,93553.7,52.85
2/11/2013,19543.44,93450.2,53.195
2/12/2013,19583.53,93199.8,53.18
2/13/2013,19723.01,93318,52.925
2/14/2013,19639.83,92051.4,53.165
2/15/2013,19512.89,92346.2,53.03
2/18/2013,19554.48,92485.4,53.005
2/19/2013,19671.17,93422.8,53.595
2/20/2013,19742.42,93520.1,53.995
2/21/2013,19554.65,92338,53.9
2/22/2013,19401.75,91923.5,53.845
2/25/2013,19411.18,91709,53.74
2/26/2013,19293.49,91916.5,53.83
2/27/2013,19213.02,91900.4,53.585
2/28/2013,19322.28,92306,54.09
3/1/2013,18988.97,92365.6,54.195
3/4/2013,18930.86,92611.1,54.209
3/5/2013,19164.04,92205.5,53.94
3/6/2013,19293.39,90695.1,53.875
3/7/2013,19465.52,91994.9,54.685
3/8/2013,19706.03,92066.5,54.798
3/11/2013,19754.66,93181,54.358
3/12/2013,19697.84,93276,54.677
3/13/2013,19511.97,95038.8,54.79
3/14/2013,19604.7,95308.6,55.125
3/15/2013,19673.16,94892,55.045
3/18/2013,19345.42,94864.5,55.025
3/19/2013,19378.61,93648.1,55.09
3/20/2013,19028.09,94542.4,55.195
3/21/2013,19082.29,95047.7,55.175
3/22/2013,18859.82,95490.3,55.145
3/25/2013,18950.22,95014.8,55.375
3/26/2013,18758.88,95490.6,55.29
3/28/2013,18882.54,96290.8,55.61
4/1/2013,18959.48,97389.1,55.895
4/2/2013,19060.51,96803.4,55.782
4/3/2013,19035.2,94734.2,55.72
4/4/2013,18733.62,94400.6,55.64
4/5/2013,18525.45,93661.4,54.845
4/8/2013,18504.48,94195.8,54.785
4/9/2013,18565.56,92841.5,54.975
4/10/2013,18461.44,92418.4,54.69
4/11/2013,18599.14,91722.5,54.585
4/12/2013,18337.91,92485.9,54.565
4/15/2013,18424.4,93339.8,54.575
4/16/2013,18771.33,92794,54.495
4/17/2013,18869.88,93226.7,54.345
4/18/2013,19058.8,92195.6,54.535
4/22/2013,19204.9,92403.2,54.695
4/23/2013,19210.26,93020.4,54.895
4/25/2013,19434.85,92918.1,55.065
4/26/2013,19384.95,90838.2,54.945
4/29/2013,19428.94,90537.2,54.935
4/30/2013,19622.68,90946.1,55.285
5/2/2013,19792,90758.2,55.215
5/3/2013,19744.85,90758.2,55.015
5/6/2013,19694.29,90576.5,55.115
5/7/2013,19917.88,90949,55.02
5/8/2013,20037.27,90789.6,54.98
5/9/2013,20058.48,91154.2,55.005
5/10/2013,20119.14,90641.2,54.995
5/11/2013,20146.83,92072.2,54.688
5/13/2013,20109.08,91516,54.615
5/14/2013,19831.79,90550.2,55.185
5/15/2013,20241.96,90858.9,55.345
5/16/2013,20326.48,91088.3,55.395
5/17/2013,20328.19,90770.1,55.095
5/20/2013,20443.62,91413.1,54.855
5/21/2013,20308.04,90765.5,54.885
5/22/2013,20220.35,90824.2,54.835
5/23/2013,20027.56,91797.3,54.707
5/24/2013,19833.14,91680.5,54.9
5/27/2013,20083.47,91103.2,54.78
5/28/2013,20209.82,90917.3,54.285
5/29/2013,20216.49,90746.2,53.96
5/30/2013,20254.03,90806.1,53.89
5/31/2013,20191.29,90732.6,53.885
6/3/2013,19860.19,89750.2,53.9
6/4/2013,19742.7,89308.8,53.88
6/5/2013,19604.43,89422.8,54.055
6/6/2013,19635.37,89461,54.035
6/7/2013,19711.55,89425.5,53.775
6/10/2013,19585.75,88657.1,53.39
6/11/2013,19418.74,88824.2,53.415
6/12/2013,19143.24,88779.1,53.345
6/13/2013,18914.13,88930.6,53.415
6/14/2013,19213.1,89017.9,53.265
6/17/2013,19344.28,88780.1,53.33
6/18/2013,19383.61,89260.5,53.685
6/19/2013,19274.26,88974.7,53.985
6/20/2013,19069.2,88825,54.1
6/21/2013,18820.81,88477.1,53.92
6/24/2013,18714.06,88775,54.035
6/25/2013,18802.31,87578.2,54.355
6/26/2013,18690.5,87408.2,54.455
6/27/2013,18925.75,87146.2,54.328
6/28/2013,19432.94,85892.3,54.24
7/1/2013,19598.43,85907.9,54.615
7/2/2013,19589.14,85604.7,54.555
7/3/2013,19347.11,85428.3,54.305
7/4/2013,19445.02,86044.1,54.28
7/5/2013,19640.27,86437,54.095
7/8/2013,19422.69,86367.5,54.52
7/9/2013,19486,86881.3,54.945
7/10/2013,19505.93,86379.1,55.14
7/11/2013,19723.51,86688.8,54.955
7/12/2013,19991.94,86137.1,54.92
7/15/2013,20072.44,86099.3,54.91
7/16/2013,19890.63,86071.7,54.573
7/17/2013,19983.22,85890.5,54.531
7/18/2013,20176.9,86390.8,54.428
7/19/2013,20256.6,86328.9,54.45
7/22/2013,20264.9,86232.7,54.525
7/23/2013,20351.06,86204.9,54.355
7/24/2013,20252.7,86891.2,54.35
7/25/2013,20110.81,87592.6,54.53
7/26/2013,19907.45,87403.8,54.57
7/29/2013,19751.03,87724.3,54.46
7/30/2013,19672.72,87375.3,54.435
7/31/2013,19387.5,86648.2,54.36
8/1/2013,19569.2,86883.3,54.52
8/2/2013,19451.7,87155.1,54.49
8/5/2013,19306.51,86761,54.475
8/6/2013,19131.92,86769,54.285
8/7/2013,18811.46,86761.8,54.27
8/8/2013,18829.26,85942.6,54.46
8/12/2013,19066.97,85737.3,54.54
8/13/2013,19248.11,84887.4,54.95
8/14/2013,19392.56,85953.8,54.918
8/16/2013,19310.95,85963.5,54.85
8/19/2013,18587.38,86102.1,54.665
8/20/2013,18306.46,85884.8,54.59
8/21/2013,18567.7,85339.5,54.52
8/22/2013,18349.82,83809.9,54.665
8/23/2013,18546.6,76214,54.805
8/26/2013,18728.19,74727,54.64
8/27/2013,18460.72,75481.2,54.25
8/28/2013,18101.84,75269.5,54.258
8/29/2013,18455.66,75848.5,54.043
8/30/2013,18679.26,77130.3,54.25
9/2/2013,18942.06,76503.7,54.43
9/3/2013,19007.31,77482.6,54.38
9/4/2013,18612.6,78564.4,54.285
9/5/2013,19117.52,80020.9,54.445
9/6/2013,19293.96,79619.9,54.413
9/10/2013,20012.69,78959.5,54.255
9/11/2013,20055.53,78164.4,53.815
9/12/2013,20052.05,79127.2,53.965
9/13/2013,19899.37,79156.6,54.07
9/16/2013,20086.43,79568,54.255
9/17/2013,19819.1,78148.4,54.37
9/18/2013,20013.33,79382.8,54.22
9/19/2013,20739.69,79606.7,54.365
9/20/2013,20677.99,78180,54.9
9/23/2013,20199.81,78326.4,55.035
9/24/2013,20050.42,78605.3,54.84
9/25/2013,19978.49,77261,54.915
9/26/2013,19997.28,75671.9,54.91
9/27/2013,19981.57,75124.5,55.007
9/30/2013,19651.31,74654.2,55.145
10/1/2013,19532.91,75433.9,55.485
10/3/2013,19929.24,78200.6,55.67
10/4/2013,20052,76928.4,56.025
10/7/2013,19921.38,77486.3,55.83
10/8/2013,20150.27,77266.6,55.785
10/9/2013,20277.74,77029.6,56.135
10/10/2013,20323.77,77690.3,56.415
10/11/2013,20559.69,79700.9,56.47
10/14/2013,20645.94,78789.9,56.77
10/15/2013,20759.58,79641.7,56.84
10/17/2013,20629.8,78995.5,56.75
10/18/2013,20932.23,79613.8,56.855
10/21/2013,20970.92,79576.7,57.01
10/22/2013,20948.91,79092.8,57.135
10/23/2013,20922.32,80443.6,58.16
10/24/2013,21039.42,80263.1,58.99
10/25/2013,20782.16,79923,58.398
10/28/2013,20771.36,80365.3,58.575
10/29/2013,20952.55,80043.8,57.965
10/30/2013,21086.59,80137.3,58.11
10/31/2013,21205.44,80399.8,58.885
11/1/2013,21293.88,80655.9,58.925
11/3/2013,21321.53,77001.3,59.98
11/5/2013,21158.56,76776.6,59.785
11/6/2013,21045.38,76967.6,59.84
11/7/2013,21142.85,76324.3,59.795
11/8/2013,20821.01,75071.3,60.765
11/11/2013,20672.53,74206,60.63
11/12/2013,20584.22,70963.9,60.11
11/13/2013,20365.59,73969.1,59.603
11/14/2013,20568.99,74625.8,59.73
11/18/2013,20868.76,75410.6,60.456
11/19/2013,20934.4,75230.8,60.409
11/20/2013,20895.3,73771.6,60.6
11/21/2013,20579.26,74997.6,61.225
11/22/2013,20388.12,75417.3,60.49
11/25/2013,20626.15,75134.5,60.225
11/26/2013,20604.27,76889.9,59.99
11/27/2013,20482.67,76317.9,60.21
11/28/2013,20606.38,77047.1,60.09
11/29/2013,20819.77,76611.8,59.5
12/2/2013,20941,76991.8,59.585
12/3/2013,20927.05,76456,59.791
12/4/2013,20863.37,76902.8,59.87
12/5/2013,21165.6,79255.7,59.735
12/6/2013,21049.84,79537.3,59.88
12/9/2013,21483.74,78791.7,59.765
12/10/2013,21327.75,78260.5,59.385
12/11/2013,21215.94,78562.3,59.142
12/12/2013,21103.8,79033.7,59.555
12/13/2013,20867.17,80541.4,60.845
12/16/2013,20764.52,80079.3,61.2
12/17/2013,20784.03,79490,60.915
12/18/2013,20917.57,80002.4,61.185
12/19/2013,21017.45,79440.4,61.03
12/20/2013,21117.99,77823,61.876
12/23/2013,21207.89,78476.8,61.471
12/24/2013,21156.92,78844.7,61.41
12/26/2013,21135.85,79429.5,60.68
12/27/2013,21235.14,82010.9,61.31
12/30/2013,21304.7,81483.5,61.67
12/31/2013,21230.88,81327.7,61.57
1/1/2014,21244.35,81906,61.529
1/2/2014,21331.32,84498.2,62.015
1/3/2014,20885.18,86158.8,63.23
1/6/2014,20913.79,86790,64.125
1/7/2014,20890.48,87402.4,64.55
1/8/2014,20786.41,88905.4,65.565
1/9/2014,20778.13,88201.3,64.765
1/10/2014,20971.23,88435.5,64.73
1/13/2014,21169.08,93947.2,66.31
1/14/2014,21154.76,97299.6,68.805
1/15/2014,21302.73,93721,67.875
1/16/2014,21379.29,92974,67.435
1/17/2014,21270.11,91916.3,66.305
1/20/2014,21221.37,94669.2,68.255
1/21/2014,21302.52,92685.2,68.605
1/22/2014,21377.91,91742.4,67.005
1/23/2014,21409.66,90495.5,66.295
1/24/2014,21333.66,90697.5,65.245
1/27/2014,20899.03,86452.6,64.545
1/28/2014,20795.35,86414.7,64.215
1/29/2014,20828.68,84381.1,63.985
1/30/2014,20528.41,83599.5,64.185
1/31/2014,20572.32,83153.8,62.885
2/3/2014,20480.35,83163.8,63.635
2/4/2014,20255.52,82476.9,63.455
2/5/2014,20289.33,84360.6,62.065
2/6/2014,20358.19,84577.7,62.615
2/7/2014,20450.51,82780.1,62.725
2/10/2014,20434.5,82640,62.915
2/11/2014,20443.35,82579.3,62.885
2/12/2014,20516.6,82757.7,62.435
2/13/2014,20503.86,83815.9,62.575
2/14/2014,20391.95,83052.2,63.045
2/17/2014,20492.43,80807.4,62.57
2/18/2014,20685.02,81431.6,62.46
2/19/2014,20750.52,81256.4,62.425
2/20/2014,20662.66,80490.7,61.945
2/21/2014,20725.04,81792.3,61.955
2/24/2014,20828.63,82129.9,61.955
2/25/2014,20912.54,80782.8,62.31
2/26/2014,21005.04,79676,62.295
2/28/2014,21140.51,77492.9,61.38
3/3/2014,21140,79122.5,61.555
3/4/2014,21224.64,78580.4,61.95
3/5/2014,21333.2,78657.7,61.765
3/6/2014,21525.14,80633.9,61.74
3/7/2014,21960.89,80662,61.72
3/10/2014,22023.98,81098.7,61.595
3/11/2014,22018.52,82212.8,61.845
3/12/2014,21965.95,82040.9,61.727
3/13/2014,21991.36,82729.7,61.695
3/14/2014,21853.32,82829.3,61.805
3/18/2014,22040.72,83715.1,61.605
3/19/2014,21895.83,82855.4,61.735
3/20/2014,21853.25,82774.5,61.615
3/21/2014,21870.11,81531.9,61.63
3/22/2014,21778.92,80698.3,62.025
3/24/2014,22074.34,81547.5,61.75
3/25/2014,22079.96,81201.1,61.96
3/26/2014,22172.2,82302.3,62.542
3/27/2014,22307.74,81598.5,62.763
3/28/2014,22363.97,80343.8,62.834
3/31/2014,22467.21,81137.4,63.502
4/1/2014,22485.77,81641.2,63.85
4/2/2014,22592.1,80562,63.91
4/3/2014,22620.65,81172.3,63.35
4/4/2014,22525.21,81090.3,63.262
4/7/2014,22481.62,80122.5,62.92
4/9/2014,22740.04,79301.9,62.39
4/10/2014,22792.49,78323.7,62.69
4/11/2014,22679.18,78027,63.065
4/15/2014,22737.31,78202.2,63.095
4/16/2014,22533.61,77675.1,62.7
4/17/2014,22648.69,78137.8,62.658
4/21/2014,22795.58,77663.1,62.475
4/22/2014,22853.03,77652.6,62.568
4/23/2014,22912.52,78249.9,62.655
4/25/2014,22939.31,76586.8,62.36
4/28/2014,22721.36,75852.9,62.455
4/29/2014,22681.89,76178.6,62.543
4/30/2014,22680.46,75408.1,61.96
5/2/2014,22575.62,75713,61.727
5/5/2014,22592.03,75630.2,61.22
5/6/2014,22602.71,77228.6,61.305
5/7/2014,22532.82,77345.1,61.435
5/8/2014,22443.13,75781.7,61.94
5/9/2014,23048.49,76550.3,62.297
5/12/2014,23572.88,76218,62.22
5/13/2014,24068.94,76197.3,62.04
5/14/2014,23964.67,76414,62.203
5/15/2014,23971.78,74787.1,62.49
5/16/2014,25375.63,74257.9,62.465
5/19/2014,24448.47,74162.3,62.15
5/20/2014,24587.16,74046,61.975
5/21/2014,24419.54,74098.2,61.8
5/22/2014,24524.76,74020.3,62.17
5/23/2014,24745.86,75243.7,62.175
5/26/2014,25175.22,74497.7,62.17
5/27/2014,24777.31,74578.4,62.015
5/28/2014,24643.33,74570.6,61.995
5/29/2014,24528.2,76368.3,62.415
5/30/2014,24353.59,76835.3,62.565
6/2/2014,24709.09,77516.8,62.465
6/3/2014,24892.06,76313.7,62.475
6/4/2014,24925.9,75860.7,62.282
6/5/2014,25044.06,76097.8,62.245
6/6/2014,25419.14,76546.3,62.005
6/9/2014,25644.77,76596,61.64
6/10/2014,25711.11,76917.2,61.49
6/11/2014,25725.12,76007.8,61.72
6/12/2014,25611.32,76291.4,61.71
6/13/2014,25688.31,76956.2,61.555
6/16/2014,25268.41,77291.4,61.675
6/17/2014,25545.88,76706.5,61.945
6/18/2014,25609.28,76793.1,62.025
6/19/2014,25425.85,78110.2,62.05
6/20/2014,25276.31,79409.2,62.745
6/23/2014,25197.5,79550.2,63.325
6/24/2014,25414.69,78209.4,63.195
6/25/2014,25427.8,78905.2,62.59
6/26/2014,25309.33,77792.9,62.905
6/27/2014,25209.61,78343.9,62.755
6/30/2014,25460.96,79032.8,62.79
7/1/2014,25571.9,78015.6,62.835
7/2/2014,25864.53,78462.7,62.62
7/3/2014,25999.08,78399.3,62.55
7/4/2014,25981.51,78460.1,62.415
7/7/2014,26123.55,79742.3,62.505
7/8/2014,26190.44,79843,62.455
7/9/2014,25683.97,80084.4,62.185
7/10/2014,25920.46,80729.1,62.465
7/11/2014,25548.33,81708,62.37
7/14/2014,25095.76,82092.6,62.085
7/15/2014,25254.48,82005.4,62.31
7/16/2014,25602.78,82095.5,62.24
7/17/2014,25613.03,81977.4,62.45
7/18/2014,25713.4,82233.4,62.19
7/21/2014,25861.15,82715.8,62.16
7/22/2014,26050.38,82964.4,62.05
7/23/2014,26188.64,82549.2,62.055
7/24/2014,26292.66,82579.5,61.995
7/25/2014,26300.17,81944.5,62.14
7/28/2014,26181.83,83756.7,62.09
7/30/2014,26113.48,82627.7,62.155
7/31/2014,26118.88,82593.2,61.91
8/1/2014,25862.68,82093.9,61.535
8/4/2014,25754.42,81590.5,61.175
8/5/2014,25928.32,81816,61.335
8/6/2014,25901.68,82074.1,60.975
8/7/2014,25778.05,83653.8,61.295
8/8/2014,25406.87,83733.3,61.185
8/11/2014,25553.44,84768.9,61.555
8/12/2014,25904.98,84054,61.13
8/13/2014,25972.62,82917.7,61.215
8/14/2014,26135,81584.5,61.185
8/18/2014,26413.11,81418.1,61.39
8/19/2014,26530.67,81379.1,61.205
8/20/2014,26504.52,79595.3,60.855
8/21/2014,26464.8,79473.3,60.605
8/22/2014,26508.27,78455.2,60.305
8/25/2014,26630.74,78181.2,60.355
8/26/2014,26481.97,77587.9,60.19
8/27/2014,26599.12,77472.7,60.02
8/28/2014,26674.38,77057.1,60.045
9/1/2014,26900.3,77423.1,59.915
9/2/2014,27082.85,77284,60.3
9/3/2014,27225.85,77971.2,60.398
9/4/2014,27169.12,78115.4,60.25
9/5/2014,27178.8,78684.6,60.15
9/8/2014,27354.99,78287.2,60.155
9/9/2014,27328.27,79440,60.295
9/10/2014,27251.44,79343.6,60.345
9/11/2014,27150.78,79810.1,60.255
9/12/2014,27096.87,78178.5,60.355
9/15/2014,26998.07,78597.6,60.425
9/16/2014,26861.29,78375.2,60.505
9/17/2014,26682.64,78310.2,60.295
9/18/2014,27132.2,78716.9,60.615
9/19/2014,27247.17,78189.4,60.885
9/22/2014,27254.8,78580.2,61.195
9/23/2014,27256.87,78813.8,61.14
9/24/2014,26844.7,78855.8,61.15
9/25/2014,26814.2,78784.4,60.74
9/26/2014,26721.03,78215.4,60.635
9/29/2014,26715.77,77722.3,60.415
9/30/2014,26851.33,77131.9,60.27
10/1/2014,26683.7,77092.8,60.285
10/7/2014,26570.38,77163.3,60.25
10/8/2014,26338.31,78459.9,60.245
10/9/2014,26688.7,77721.1,60.155
10/10/2014,26555.92,77129.9,60.1
10/13/2014,26443.16,77313.6,60.1
10/14/2014,26550.79,77931.5,60.115
10/16/2014,26462.08,77180.6,59.965
10/17/2014,26248.54,77675.4,59.515
10/20/2014,26517.9,77037.2,59.615
10/21/2014,26615.41,75940.2,59.365
10/22/2014,26818.33,75984.7,58.615
10/23/2014,26930.23,75903.3,58.825
10/27/2014,26994.96,75516.5,58.875
10/28/2014,26907.14,75663.6,58.7
10/29/2014,27126.3,75404.2,58.555
10/30/2014,27390.6,75759.4,58.925
10/31/2014,27894.32,75305.5,59.097
11/3/2014,27969.82,74426.5,59.22
